"species_code","common_name","scientific_name"
"surfly1","Sulphur-rumped Flycatcher","Myiobius sulphureipygius"
"sursco","Surf Scoter","Melanitta perspicillata"
"surtan1","Sulphur-rumped Tanager","Heterospingus rubrifrons"
"suwpar1","Sulphur-winged Parakeet","Pyrrhura hoffmanni"
"swafly1","Swainson's Flycatcher","Myiarchus swainsoni"
"swafra1","Swamp Francolin","Ortygornis gularis"
"swahar1","Swamp Harrier","Circus approximans"
"swahaw","Swainson's Hawk","Buteo swainsoni"
"swaspa","Swamp Sparrow","Melospiza georgiana"
"swatan1","Swallow Tanager","Tersina viridis"
"swathr","Swainson's Thrush","Catharus ustulatus"
"swawar","Swainson's Warbler","Limnothlypis swainsonii"
"swfgle","Slaty-winged Foliage-gleaner","Neophilydor fuscipenne"
"swiphe1","Swinhoe's Pheasant","Lophura swinhoii"
"swiwhe1","Swinhoe's White-eye","Zosterops simplex"
"swtkit","Swallow-tailed Kite","Elanoides forficatus"
"syrwoo1","Syrian Woodpecker","Dendrocopos syriacus"
"tabsee1","Tawny-bellied Seedeater","Sporophila hypoxantha"
"taceup1","Tawny-capped Euphonia","Euphonia anneae"
"tacgre1","Tawny-crowned Greenlet","Tunchiornis ochraceiceps"
"tacpyt2","Fulvous-faced Scrub-Tyrant","Euscarthmus fulviceps"
"tactan1","Tawny-crested Tanager","Tachyphonus delatrii"
"tafgna1","Tawny-faced Gnatwren","Microbates cinereiventris"
"tafowl1","Tawny Fish-Owl","Ketupa flavipes"
"tafqua1","Tawny-faced Quail","Rhynchortyx cinctus"
"taibap1","Taiwan Bamboo-Partridge","Bambusicola sonorivox"
"taibar1","Taiwan Barwing","Actinodura morrisoniana"
"taibar2","Taiwan Barbet","Psilopogon nuchalis"
"taibuw1","Taiwan Bush Warbler","Locustella alishanensis"
"taifly1","Taiga Flycatcher","Ficedula albicilla"
"taiful1","Taiwan Fulvetta","Fulvetta formosana"
"taihwa1","Taiwan Hwamei","Garrulax taewanus"
"taipar1","Taiwan Partridge","Arborophila crudigularis"
"taiscb1","Taiwan Scimitar-Babbler","Pomatorhinus musicus"
"taiwrb1","Taiwan Cupwing","Pnoepyga formosana"
"taiyuh1","Taiwan Yuhina","Yuhina brunneiceps"
"takahe3","South Island Takahe","Porphyrio hochstetteri"
"tamcon1","Tamarugo Conebill","Conirostrum tamarugense"
"tamcro","Tamaulipas Crow","Corvus imparatus"
"tasbla","Tawny-shouldered Blackbird","Agelaius humeralis"
"tatdot1","Tawny-throated Dotterel","Oreopholus ruficollis"
"tatlea1","Middle American Leaftosser","Sclerurus mexicanus"
"tattin1","Tataupa Tinamou","Crypturellus tataupa"
"taweag1","Tawny Eagle","Aquila rapax"
"tawlar1","Tawny Lark","Galerida deva"
"tawowl1","Tawny Owl","Strix aluco"
"tawwoo1","Tawny-winged Woodcreeper","Dendrocincla anabatina"
"tbsfin1","Thick-billed Seed-Finch","Sporophila funerea"
"temsti","Temminck's Stint","Calidris temminckii"
"tenwar","Tennessee Warbler","Leiothlypis peregrina"
"tersan","Terek Sandpiper","Xenus cinereus"
"thbeup1","Thick-billed Euphonia","Euphonia laniirostris"
"thbkin","Thick-billed Kingbird","Tyrannus crassirostris"
"thbmur","Thick-billed Murre","Uria lomvia"
"thbsis1","Thick-billed Siskin","Spinus crassirostris"
"thbvir","Thick-billed Vireo","Vireo crassirostris"
"thelar1","Thekla's Lark","Galerida theklae"
"thiant1","Thicket Antpitta","Myrmothera dives"
"thitin1","Thicket Tinamou","Crypturellus cinnamomeus"
"thlsch2","Northern Schiffornis","Schiffornis veraepacis"
"thlsch4","Russet-winged Schiffornis","Schiffornis stenorhyncha"
"thrnig1","Thrush Nightingale","Luscinia luscinia"
"thswar2","Yungas Warbler","Basileuterus punctipectus"
"thswar5","Costa Rican Warbler","Basileuterus melanotis"
"thtray1","Thorn-tailed Rayadito","Aphrastura spinicauda"
"thwbel","Three-wattled Bellbird","Procnias tricarunculatus"
"timwre1","Timberline Wren","Thryorchilus browni"
"tinhaw1","Tiny Hawk","Microspizias superciliosus"
"todmot1","Tody Motmot","Hylomanes momotula"
"tomtit1","Tomtit","Petroica macrocephala"
"toppig1","Topknot Pigeon","Lopholaimus antarcticus"
"torcro2","Torresian Crow","Corvus orru"
"torduc1","Torrent Duck","Merganetta armata"
"torimp1","Torresian Imperial-Pigeon","Ducula spilorrhoa"
"tortyr1","Torrent Tyrannulet","Serpophaga cinerea"
"toubar1","Toucan Barbet","Semnornis ramphastinus"
"towsol","Townsend's Solitaire","Myadestes townsendi"
"towwar","Townsend's Warbler","Setophaga townsendi"
"tremar2","Tree Martin","Petrochelidon nigricans"
"trepip","Tree Pipit","Anthus trivialis"
"treswa","Tree Swallow","Tachycineta bicolor"
"tribla","Tricolored Blackbird","Agelaius tricolor"
"trieup1","Trinidad Euphonia","Euphonia trinitatis"
"triher","Tricolored Heron","Egretta tricolor"
"trimot1","Trinidad Motmot","Momotus bahamensis"
"trimun","Tricolored Munia","Lonchura malacca"
"trogna2","White-browed Gnatcatcher","Polioptila bilineata"
"trokin","Tropical Kingbird","Tyrannus melancholicus"
"tromoc","Tropical Mockingbird","Mimus gilvus"
"tropar","Tropical Parula","Setophaga pitiayumi"
"tropew4","Northern Tropical Pewee","Contopus bogotensis"
"trpgua1","Trinidad Piping-Guan","Pipile pipile"
"trsowl","Tropical Screech-Owl","Megascops choliba"
"truswa","Trumpeter Swan","Cygnus buccinator"
"truter","Snowy-crowned Tern","Sterna trudeaui"
"tubmot1","Turquoise-browed Motmot","Eumomota superciliosa"
"tufcoq1","Tufted Coquette","Lophornis ornatus"
"tufduc","Tufted Duck","Aythya fuligula"
"tuffly","Tufted Flycatcher","Mitrephanes phaeocercus"
"tufjay1","Tufted Jay","Cyanocorax dickeyi"
"tufpuf","Tufted Puffin","Fratercula cirrhata"
"tuftit","Tufted Titmouse","Baeolophus bicolor"
"tui1","Tui","Prosthemadera novaeseelandiae"
"tunbeg1","Tundra Bean-Goose","Anser serrirostris"
"tunswa","Tundra Swan","Cygnus columbianus"
"tuqdov1","Tuxtla Quail-Dove","Zentrygon carrikeri"
"turcot1","Turquoise Cotinga","Cotinga ridgwayi"
"turdac1","Turquoise Dacnis","Dacnis hartlaubi"
"turtan1","Turquoise Tanager","Tangara mexicana"
"turvul","Turkey Vulture","Cathartes aura"
"tuttyr1","Tufted Tit-Tyrant","Anairetes parulus"
"twbplo1","Two-banded Plover","Anarhynchus falklandicus"
"tyrmet1","Tyrian Metaltail","Metallura tyrianthina"
"unicra1","Uniform Crake","Amaurolimnas concolor"
"unijay1","Unicolored Jay","Aphelocoma unicolor"
"uplgoo1","Upland Goose","Chloephaga picta"
"uplsan","Upland Sandpiper","Bartramia longicauda"
"uswowl1","Unspotted Saw-whet Owl","Aegolius ridgwayi"
"varbun","Varied Bunting","Passerina versicolor"
"varfai1","Purple-backed Fairywren","Malurus assimilis"
"varfai5","Variegated Fairywren","Malurus lamberti"
"varfly","Variegated Flycatcher","Empidonomus varius"
"varoys1","Variable Oystercatcher","Haematopus unicolor"
"varsee3","Variable Seedeater","Sporophila corvina"
"varsol1","Varied Solitaire","Myadestes coloratus"
"varthr","Varied Thrush","Ixoreus naevius"
"vartit1","Varied Tit","Sittiparus varius"
"vauswi","Vaux's Swift","Chaetura vauxi"
"veery","Veery","Catharus fuscescens"
"vefeup1","Velvet-fronted Euphonia","Euphonia concinna"
"venfly1","Venezuelan Flycatcher","Myiarchus venezuelensis"
"ventro1","Venezuelan Troupial","Icterus icterus"
"vepcor1","Velvet-purple Coronet","Boissonneaua jardini"
"verdin","Verdin","Auriparus flaviceps"
"vereag1","Verreaux's Eagle","Aquila verreauxii"
"verfly","Vermilion Flycatcher","Pyrocephalus rubinus"
"verhum1","Vervain Hummingbird","Mellisuga minima"
"verman1","Veraguan Mango","Anthracothorax veraguensis"
"versco2","Choco Screech-Owl","Megascops centralis"
"vesowl","Middle American Screech-Owl","Megascops guatemalae"
"vesspa","Vesper Sparrow","Pooecetes gramineus"
"vibhum1","Violet-bellied Hummingbird","Chlorestes julie"
"vichum","Violet-crowned Hummingbird","Ramosomyia violiceps"
"vigswa","Violet-green Swallow","Tachycineta thalassina"
"vihhum1","Violet-headed Hummingbird","Klais guimeti"
"vilwea1","Village Weaver","Ploceus cucullatus"
"vinros3","Taiwan Rosefinch","Carpodacus formosanus"
"vioeup1","Violaceous Euphonia","Euphonia violacea"
"viosab1","Violet Sabrewing","Campylopterus hemileucurus"
"viotro2","Guianan Trogon","Trogon violaceus"
"virrai","Virginia Rail","Rallus limicola"
"virwar","Virginia's Warbler","Leiothlypis virginiae"
"vitpar1","Vinous-throated Parrotbill","Suthora webbiana"
"vitwar1","Vitelline Warbler","Setophaga vitellina"
"vivnil3","Taiwan Vivid Niltava","Niltava vivida"
"volhum1","Volcano Hummingbird","Selasphorus flammula"
"voljun1","Volcano Junco","Junco vulcani"
"wantat1","Wandering Tattler","Tringa incana"
"wardor1","Warbling Doradito","Pseudocolopteryx flaviventris"
"warvir","Warbling Vireo","Vireo gilvus"
"warwhe1","Warbling White-eye","Zosterops japonicus"
"waterc1","Watercock","Gallicrex cinerea"
"watjac1","Wattled Jacana","Jacana jacana"
"wbbfly1","White-bellied Blue Flycatcher","Cyornis pallidipes"
"wbctyr1","White-browed Chat-Tyrant","Ochthoeca leucophrys"
"wbgtyr1","White-browed Ground-Tyrant","Muscisaxicola albilora"
"wbmgem1","White-bellied Mountain-gem","Lampornis hemileucus"
"wbseag1","White-bellied Sea-Eagle","Icthyophaga leucogaster"
"wbwwre1","White-breasted Wood-Wren","Henicorhina leucosticta"
"webwar1","Western Bonelli's Warbler","Phylloscopus bonelli"
"webwoo1","Wedge-billed Woodcreeper","Glyphorynchus spirurus"
"weclew1","Western Crowned Warbler","Phylloscopus occipitalis"
"wecsun1","Vigors's Sunbird","Aethopyga vigorsii"
"wectan1","Western Chat-Tanager","Calyptophilus tertius"
"weebil1","Weebill","Smicrornis brevirostris"
"wegspa1","White-eared Ground-Sparrow","Melozone leucotis"
"weiwoo1","West Indian Woodpecker","Melanerpes superciliaris"
"weka1","Weka","Gallirallus australis"
"welswa1","Welcome Swallow","Hirundo neoxena"
"wemcha1","West Mexican Chachalaca","Ortalis poliocephala"
"weowar2","Western Orphean Warbler","Curruca hortensis"
"wepdov1","West Peruvian Dove","Zenaida meloda"
"werher","Western Reef-Heron","Egretta gularis"
"wesant1","Black-crowned Antshrike","Thamnophilus atrinucha"
"wesblu","Western Bluebird","Sialia mexicana"
"weseme1","Western Emerald","Chlorostilbon melanorhynchus"
"wesfly","Western Flycatcher","Empidonax difficilis"
"wesgre","Western Grebe","Aechmophorus occidentalis"
"wesgul","Western Gull","Larus occidentalis"
"weskin","Western Kingbird","Tyrannus verticalis"
"wesmea","Western Meadowlark","Sturnella neglecta"
"wesowl1","Western Screech-Owl","Megascops kennicottii"
"wessan","Western Sandpiper","Calidris mauri"
"wesspi","Western Spindalis","Spindalis zena"
"westan","Western Tanager","Piranga ludoviciana"
"weteag1","Wedge-tailed Eagle","Aquila audax"
"wetsab1","Wedge-tailed Sabrewing","Pampa curvipennis"
"wewpew","Western Wood-Pewee","Contopus sordidulus"
"wfgtyr1","White-fronted Ground-Tyrant","Muscisaxicola albifrons"
"wfqdov1","White-faced Quail-Dove","Zentrygon albifacies"
"wfwduc1","White-faced Whistling-Duck","Dendrocygna viduata"
"whbant1","White-bellied Antbird","Myrmeciza longipes"
"whbbla2","White-browed Meadowlark","Leistes superciliaris"
"whbbul2","White-browed Bulbul","Pycnonotus luteolus"
"whbcha1","White-bellied Chachalaca","Ortalis leucogastra"
"whbeme1","White-bellied Emerald","Chlorestes candida"
"whbful1","White-browed Fulvetta","Fulvetta vinipectus"
"whblau1","White-browed Laughingthrush","Pterorhinus sannio"
"whbman1","White-bearded Manakin","Manacus manacus"
"whbmoc1","White-banded Mockingbird","Mimus triurus"
"whbnut","White-breasted Nuthatch","Sitta carolinensis"
"whbpar1","White-bellied Parrot","Pionites leucogaster"
"whbscr1","White-browed Scrubwren","Sericornis frontalis"
"whbsho6","Taiwan Shortwing","Brachypteryx goodfellowi"
"whbtre1","White-bellied Treepie","Dendrocitta leucogastra"
"whbvul1","White-backed Vulture","Gyps africanus"
"whbwat1","White-breasted Waterhen","Amaurornis phoenicurus"
"whbwoo4","White-breasted Woodswallow","Artamus leucorynchus"
"whbwoo5","White-browed Woodswallow","Artamus superciliosus"
"whbwre1","White-bellied Wren","Uropsila leucogastra"
"whbyuh1","White-bellied Erpornis","Erpornis zantholeuca"
"whcalb1","White-capped Albatross","Thalassarche cauta"
"whcbar1","White-cheeked Barbet","Psilopogon viridis"
"whcbul2","Himalayan Bulbul","Pycnonotus leucogenys"
"whccoq1","White-crested Coquette","Lophornis adorabilis"
"whcela1","White-crested Elaenia","Elaenia albiceps"
"whceme1","White-chested Emerald","Chrysuronia brevirostris"
"whcman1","White-collared Manakin","Manacus candei"
"whcman2","White-crowned Manakin","Pseudopipra pipra"
"whcpar","White-crowned Parrot","Pionus senilis"
"whcpet1","White-chinned Petrel","Procellaria aequinoctialis"
"whcpig2","White-crowned Pigeon","Patagioenas leucocephala"
"whcpin","White-cheeked Pintail","Anas bahamensis"
"whcsee1","Morelet's Seedeater","Sporophila morelleti"
"whcsee2","Cinnamon-rumped Seedeater","Sporophila torqueola"
"whcspa","White-crowned Sparrow","Zonotrichia leucophrys"
"whcsta1","White-cheeked Starling","Spodiopsar cineraceus"
"whcswi","White-collared Swift","Streptoprocne zonaris"
"whcswi1","White-chinned Swift","Cypseloides cryptus"
"whctan1","White-capped Tanager","Sericossypha albocristata"
"whcthr1","White-chinned Thrush","Turdus aurantius"
"whebuz1","White-eyed Buzzard","Butastur teesa"
"whecon1","White-eared Conebill","Conirostrum leucogenys"
"whehum","White-eared Hummingbird","Basilinna leucotis"
"whepar2","White-eyed Parakeet","Psittacara leucophthalmus"
"whesib1","White-eared Sibia","Heterophasia auricularis"
"whethr1","White-eyed Thrush","Turdus jamaicensis"
"whevir","White-eyed Vireo","Vireo griseus"
"whfant2","White-flanked Antwren","Myrmotherula axillaris"
"whfant4","Northern White-fringed Antwren","Formicivora intermedia"
"whfher1","White-faced Heron","Egretta novaehollandiae"
"whfibi","White-faced Ibis","Plegadis chihi"
"whfnun1","White-fronted Nunbird","Monasa morphoeus"
"whfpar1","White-fronted Amazon","Amazona albifrons"
"whfter1","White-fronted Tern","Sterna striata"
"whhmun1","White-headed Munia","Lonchura maja"
"whhpet1","White-headed Petrel","Pterodroma lessonii"
"whhvul1","White-headed Vulture","Trigonoceps occipitalis"
"whhwoo","White-headed Woodpecker","Dryobates albolarvatus"
"whhwre1","White-headed Wren","Campylorhynchus albobrunneus"
"whihaw1","White Hawk","Pseudastur albicollis"
"whiher1","Whistling Heron","Syrigma sibilatrix"
"whiibi","White Ibis","Eudocimus albus"
"whikit1","Whistling Kite","Haliastur sphenurus"
"whimbr","Whimbrel","Numenius phaeopus"
"whisto1","White Stork","Ciconia ciconia"
"whiteh1","Whitehead","Mohoua albicilla"
"whiter2","Whiskered Tern","Chlidonias hybrida"
"whiwag","White Wagtail","Motacilla alba"
"whiwar1","Whistling Warbler","Catharopeza bishopi"
"whiwoo1","White Woodpecker","Melanerpes candidus"
"whlgna2","White-lored Gnatcatcher","Polioptila albiloris"
"whlgna3","Yucatan Gnatcatcher","Polioptila albiventris"
"whltan1","White-lined Tanager","Tachyphonus rufus"
"whmbar1","White-mantled Barbet","Capito hypoleucus"
"whmtyr1","White-headed Marsh Tyrant","Arundinicola leucocephala"
"whnhon2","White-naped Honeyeater","Melithreptus lunatus"
"whnjac1","White-necked Jacobin","Florisuga mellivora"
"whnpuf2","White-necked Puffbird","Notharchus hyperrhynchus"
"whnrob1","White-necked Thrush","Turdus albicollis"
"whnswi1","White-naped Swift","Streptoprocne semicollaris"
"whnwoo1","White-naped Woodpecker","Chrysocolaptes festivus"
"whocra","Whooping Crane","Grus americana"
"whoswa","Whooper Swan","Cygnus cygnus"
"whrfly","White-ringed Flycatcher","Conopias albovittatus"
"whrman1","White-ruffed Manakin","Corapipo altera"
"whrmun","White-rumped Munia","Lonchura striata"
"whrsan","White-rumped Sandpiper","Calidris fuscicollis"
"whshil1","White-sided Hillstar","Oreotrochilus leucopleurus"
"whsowl1","Whiskered Screech-Owl","Megascops trichopsis"
"whstan1","White-shouldered Tanager","Loriotus luctuosus"
"whswoo1","White-striped Woodcreeper","Lepidocolaptes leucogaster"
"whswoo2","White-spotted Woodpecker","Dryobates spilogaster"
"whtcar1","White-throated Caracara","Daptrius albogularis"
"whtcra1","White-throated Crake","Laterallus albigularis"
"whtdov","White-tipped Dove","Leptotila verreauxi"
"whtear1","White-throated Earthcreeper","Upucerthia albigula"
"whteme1","White-tailed Emerald","Microchera chionura"
"whtfly1","White-throated Flycatcher","Empidonax albigularis"
"whtgol1","White-tailed Goldenthroat","Polytmus guainumbi"
"whtgre3","White-tufted Grebe","Rollandia rolland"
"whthaw","White-tailed Hawk","Geranoaetus albicaudatus"
"whthaw1","White-throated Hawk","Buteo albigula"
"whthum2","White-throated Hummingbird","Leucochloris albicollis"
"whtior1","White-tailed Iora","Aegithina nigrolutea"
"whtkin2","White-throated Kingfisher","Halcyon smyrnensis"
"whtkit","White-tailed Kite","Elanus leucurus"
"whtnee","White-throated Needletail","Hirundapus caudacutus"
"whtnig1","White-tailed Nightjar","Hydropsalis cayennensis"
"whtpla1","White-tipped Plantcutter","Phytotoma rutila"
"whtpta1","White-tailed Ptarmigan","Lagopus leucura"
"whtrob1","White-throated Thrush","Turdus assimilis"
"whtrob2","White-tailed Robin","Myiomela leucura"
"whtrob3","White-throated Robin","Irania gutturalis"
"whtsab1","White-tailed Sabrewing","Campylopterus ensipennis"
"whtsic1","White-tipped Sicklebill","Eutoxeres aquila"
"whtspa","White-throated Sparrow","Zonotrichia albicollis"
"whtspa1","White-throated Spadebill","Platyrinchus mystaceus"
"whtswa1","White-thighed Swallow","Atticora tibialis"
"whtswi","White-throated Swift","Aeronautes saxatalis"
"whttap1","White-throated Tapaculo","Scelorchilus albicollis"
"whttou1","White-throated Toucan","Ramphastos tucanus"
"whttow1","White-throated Towhee","Melozone albicollis"
"whttre2","White-throated Treerunner","Pygarrhichas albogularis"
"whttre3","White-throated Treecreeper","Cormobates leucophaea"
"whttro1","White-tailed Trogon","Trogon chionurus"
"whveup1","White-vented Euphonia","Euphonia minuta"
"whvmyn","Javan Myna","Acridotheres javanicus"
"whvplu1","White-vented Plumeleteer","Chalybura buffonii"
"whwbec1","White-winged Becard","Pachyramphus polychopterus"
"whwcin1","White-winged Cinclodes","Cinclodes atacamensis"
"whwcoo1","White-winged Coot","Fulica leucoptera"
"whwcro","White-winged Crossbill","Loxia leucoptera"
"whwdov","White-winged Dove","Zenaida asiatica"
"whwfai1","White-winged Fairywren","Malurus leucopterus"
"whwlau1","White-whiskered Laughingthrush","Trochalopteron morrisonianum"
"whwpar","White-winged Parakeet","Brotogeris versicolurus"
"whwpuf1","White-whiskered Puffbird","Malacoptila panamensis"
"whwsco1","Stejneger's Scoter","Melanitta stejnegeri"
"whwsco2","White-winged Scoter","Melanitta deglandi"
"whwswa1","White-winged Swallow","Tachycineta albiventer"
"whwtan1","White-winged Tanager","Piranga leucoptera"
"whwter","White-winged Tern","Chlidonias leucopterus"
"wibant1","Wing-banded Antbird","Myrmornis torquata"
"wilfly","Willow Flycatcher","Empidonax traillii"
"willet1","Willet","Tringa semipalmata"
"wilpha","Wilson's Phalarope","Phalaropus tricolor"
"wilplo","Wilson's Plover","Anarhynchus wilsonia"
"wilpta","Willow Ptarmigan","Lagopus lagopus"
"wilsap","Williamson's Sapsucker","Sphyrapicus thyroideus"
"wilsni1","Wilson's Snipe","Gallinago delicata"
"wiltur","Wild Turkey","Meleagris gallopavo"
"wilwag1","Willie-wagtail","Rhipidura leucophrys"
"winwre3","Winter Wren","Troglodytes hiemalis"
"wispet","Wilson's Storm-Petrel","Oceanites oceanicus"
"withum1","Wine-throated Hummingbird","Selasphorus ellioti"
"wiwduc1","West Indian Whistling-Duck","Dendrocygna arborea"
"wlswar","Wilson's Warbler","Cardellina pusilla"
"wlwwar","Willow Warbler","Phylloscopus trochilus"
"wnbfin1","White-naped Brushfinch","Atlapetes albinucha"
"woewar1","Worm-eating Warbler","Helmitheros vermivorum"
"wonsto1","Asian Woolly-necked Stork","Ciconia episcopus"
"wooduc","Wood Duck","Aix sponsa"
"woosan","Wood Sandpiper","Tringa glareola"
"wooscj2","Woodhouse's Scrub-Jay","Aphelocoma woodhouseii"
"wooshr1","Woodchat Shrike","Lanius senator"
"woosto","Wood Stork","Mycteria americana"
"woothr","Wood Thrush","Hylocichla mustelina"
"wrenth1","Wrenthrush","Zeledonia coronata"
"wrenti","Wrentit","Chamaea fasciata"
"wrlrus1","Wren-like Rushbird","Phleocryptes melanops"
"wrybil1","Wrybill","Anarhynchus frontalis"
"wtgfin1","Wedge-tailed Grass-Finch","Emberizoides herbicola"
"wtmgem1","White-throated Mountain-gem","Lampornis castaneoventris"
"wtmjay1","White-throated Magpie-Jay","Cyanocorax formosus"
"wtsfin1","White-throated Sierra Finch","Idiopsar erythronotus"
"wtstan1","White-throated Shrike-Tanager","Lanio leucothorax"
"wtstyr1","White-tailed Shrike-Tyrant","Agriornis albicauda"
"wvspet1","Elliot's Storm-Petrel","Oceanites gracilis"
"wwdfin1","Glacier Finch","Idiopsar speculifer"
"wynlau1","Wayanad Laughingthrush","Pterorhinus delesserti"
"xanhum","Xantus's Hummingbird","Basilinna xantusii"
"xanmur2","Scripps's Murrelet","Synthliboramphus scrippsi"
"y00475","American Coot","Fulica americana"
"y00478","Iceland Gull","Larus glaucoides"
"y00599","Scarlet-rumped Tanager","Ramphocelus passerinii"
"y00678","Crested Caracara","Caracara plancus"
"y01204","Mouse-colored Tyrannulet","Nesotriccus murinus"
"y01288","European/Gray-crowned Goldfinch","Carduelis carduelis/caniceps"
"y01309","Northern/Southern House Wren","Troglodytes aedon/musculus"
"y01312","Brown/Cocos Booby","Sula leucogaster/brewsteri"
"ybbwar1","Yellowish-bellied Bush Warbler","Horornis acanthizoides"
"ybttyr1","Yellow-billed Tit-Tyrant","Anairetes flavirostris"
"ycnher","Yellow-crowned Night Heron","Nyctanassa violacea"
"yebant2","Yellow-breasted Antwren","Herpsilochmus axillaris"
"yebbab1","Yellow-billed Babbler","Argya affinis"
"yebbul3","Yellow-browed Bulbul","Acritillas indica"
"yebbun","Yellow-breasted Bunting","Emberiza aureola"
"yebcac1","Yellow-billed Cacique","Amblycercus holosericeus"
"yebcha","Yellow-breasted Chat","Icteria virens"
"yebcot1","Yellow-billed Cotinga","Carpodectes antoniae"
"yebcra1","Yellow-breasted Crake","Laterallus flaviventer"
"yebcuc","Yellow-billed Cuckoo","Coccyzus americanus"
"yebela1","Yellow-bellied Elaenia","Elaenia flavogaster"
"yebfin1","Yellow-bridled Finch","Melanodera xanthogramma"
"yebfly","Yellow-bellied Flycatcher","Empidonax flaviventris"
"yebfly3","Ochre-lored Flatbill","Tolmomyias flaviventris"
"yebgro1","Yellow-billed Grosbeak","Eophona migratoria"
"yebloo","Yellow-billed Loon","Gavia adamsii"
"yebmag","Yellow-billed Magpie","Pica nuttalli"
"yebori1","Yellow-backed Oriole","Icterus chrysater"
"yebpar1","Yellow-billed Amazon","Amazona collaria"
"yebpin1","Yellow-billed Pintail","Anas georgica"
"yebpri1","Yellow-bellied Prinia","Prinia flaviventris"
"yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius"
"yebsee1","Yellow-bellied Seedeater","Sporophila nigricollis"
"yebsis1","Yellow-bellied Siskin","Spinus xanthogastrus"
"yebspo1","Yellow-billed Spoonbill","Platalea flavipes"
"yebsto1","Yellow-billed Stork","Mycteria ibis"
"yebtea1","Yellow-billed Teal","Anas flavirostris"
"yebter2","Yellow-billed Tern","Sternula superciliaris"
"yebtyr1","Yellow-bellied Tyrannulet","Ornithion semiflavum"
"yebtyr2","Yellow-browed Tyrant","Satrapa icterophrys"
"yecbis","Yellow-crowned Bishop","Euplectes afer"
"yeceup1","Yellow-crowned Euphonia","Euphonia luteicapilla"
"yecpar","Yellow-chevroned Parakeet","Brotogeris chiriri"
"yecred1","Yellow-crowned Redstart","Myioborus flavivertex"
"yecspi2","Yellow-chinned Spinetail","Certhiaxis cinnamomeus"
"yectyr1","Yellow-crowned Tyrannulet","Tyrannulus elatus"
"yeejun","Yellow-eyed Junco","Junco phaeonotus"
"yeepar1","Yellow-eared Parrot","Ognorhynchus icterotis"
"yeepen1","Yellow-eyed Penguin","Megadyptes antipodes"
"yeetou1","Yellow-eared Toucanet","Selenidera spectabilis"
"yefgra1","Yellow-faced Grassquit","Tiaris olivaceus"
"yefgul","Yellow-footed Gull","Larus livens"
"yefhon1","Yellow-faced Honeyeater","Caligavis chrysops"
"yefpar3","Yellow-crowned Parakeet","Cyanoramphus auriceps"
"yefpig1","Yellow-footed Green-Pigeon","Treron phoenicopterus"
"yegtyr1","Yellow-green Tyrannulet","Phylloscartes flavovirens"
"yegvir","Yellow-green Vireo","Vireo flavoviridis"
"yehbla","Yellow-headed Blackbird","Xanthocephalus xanthocephalus"
"yehbla2","Yellow-hooded Blackbird","Chrysomus icterocephalus"
"yehbrf1","Yellow-headed Brushfinch","Atlapetes flaviceps"
"yehcar1","Yellow-headed Caracara","Daptrius chimachima"
"yehpar","Yellow-headed Amazon","Amazona oratrix"
"yehwar1","Yellow-headed Warbler","Teretistris fernandinae"
"yelbit","Yellow Bittern","Botaurus sinensis"
"yelcar1","Yellow Cardinal","Gubernatrix cristata"
"yelfly1","Yellowish Flycatcher","Empidonax flavescens"
"yelgro","Yellow Grosbeak","Pheucticus chrysopeplus"
"yelgul1","Yellow-legged Gull","Larus michahellis"
"yellow2","Yellowhammer","Emberiza citrinella"
"yellow3","Yellowhead","Mohoua ochrocephala"
"yelori1","Yellow Oriole","Icterus nigrogularis"
"yelpar1","Yellow-lored Amazon","Amazona xantholora"
"yelpip2","Yellowish Pipit","Anthus chii"
"yelpip3","Peruvian Pipit","Anthus peruvianus"
"yelrai","Yellow Rail","Coturnicops noveboracensis"
"yelrob1","Eastern Yellow Robin","Eopsaltria australis"
"yelthr1","Yellow-legged Thrush","Turdus flavipes"
"yeltit2","Taiwan Yellow Tit","Machlolophus holsti"
"yeltyr1","Yellow Tyrannulet","Capsiempis flaveola"
"yelwar","Yellow Warbler","Setophaga petechia"
"yemfly2","Yellow-winged Flatbill","Tolmomyias flavotectus"
"yenpar1","Yellow-naped Amazon","Amazona auropalliata"
"yeofly1","Yellow-olive Flatbill","Tolmomyias sulphurescens"
"yercac1","Yellow-rumped Cacique","Cacicus cela"
"yersis1","Yellow-rumped Siskin","Spinus uropygialis"
"yerwar","Yellow-rumped Warbler","Setophaga coronata"
"yesbla1","Yellow-shouldered Blackbird","Agelaius xanthomus"
"yesgra1","Yellow-shouldered Grassquit","Loxipasser anoxanthus"
"yespar1","Yellow-shouldered Amazon","Amazona barbadensis"
"yetbul1","Yellow-throated Bulbul","Pycnonotus xantholaemus"
"yetbun1","Yellow-throated Bunting","Emberiza elegans"
"yeteup1","Yellow-throated Euphonia","Euphonia hirundinacea"
"yetfin1","Yellow-thighed Brushfinch","Atlapetes tibialis"
"yetori1","Yellow-tailed Oriole","Icterus mesomelas"
"yetvir","Yellow-throated Vireo","Vireo flavifrons"
"yetwar","Yellow-throated Warbler","Setophaga dominica"
"yetwar3","Bahama Warbler","Setophaga flavescens"
"yevbul1","Yellow-vented Bulbul","Pycnonotus goiavier"
"yewbla2","Yellow-winged Blackbird","Agelasticus thilius"
"yewcac1","Yellow-winged Cacique","Cassiculus melanicterus"
